Date,Value
0,0.0
1,0.091757965
2,0.172296752
3,0.22621935399999998
4,0.176357985
5,0.090491245
6,0.084609941
7,0.068426992
8,0.133302697
9,0.085026586
10,0.09707306800000001
11,0.0
12,0.031063768
13,0.017732751
14,0.063354504
15,0.08787039199999999
16,0.11546815699999999
17,0.073413458
18,0.040392585
19,0.08911335599999999
20,0.098030054
21,0.047140641
22,0.104812791
23,0.204788868
24,0.044851006
25,0.10536221400000001
26,0.084368877
27,0.097980674
28,0.101657262
29,0.056764512999999996
30,0.07442870900000001
31,0.091244453
32,0.09452933300000001
33,0.016638011
34,0.038096862
35,0.064497814
36,0.030426402
37,0.09542321
38,0.069688744
39,0.034686224
40,0.089564461
41,0.07337616200000001
42,0.061939296
43,0.11419089199999999
44,0.10475925900000001
45,0.07965796
46,0.144755463
47,0.142171134
48,0.07696964
49,0.063932734
50,0.14973281
51,0.041478838999999997
52,0.08931797300000001
53,0.088820248
54,0.054872994
55,0.079135533
56,0.16317996699999998
57,0.08671926699999999
58,0.07339995099999999
59,0.0
60,0.032756244
61,0.05489389099999999
62,0.068514114
63,0.052794142
64,0.023853017
65,0.074261254
66,0.024228588
67,0.09233413
68,0.15930655300000002
69,0.127558382
70,0.580357486384564
71,0.10152541699999999
72,0.040148454
73,0.08720837199999999
74,0.074209919
75,0.059044537
76,0.062481697999999995
77,0.08876527699999999
78,0.051354432
79,0.07479010400000001
80,0.091817342
81,0.147627943
82,0.07101004400000001
83,0.076897563
84,0.08412575800000001
85,0.06328921400000001
86,0.057393902000000004
87,0.041819399
88,0.073729686
89,0.153652856
90,0.06035586
91,0.106445863
92,0.059314285999999994
93,0.096293806
94,0.085101425
95,0.11149072300000001
96,0.076266981
97,0.09795212
98,0.17250021899999998
99,0.113891823
100,0.089999618
101,0.048649372
102,0.13861764699999998
103,0.108879559
104,0.054235162999999996
105,0.039004051
106,0.074471308
107,0.040258944
108,0.0
109,0.027955712999999997
110,0.047309968
111,0.016602764
112,0.042432578
113,0.051191744000000004
114,0.0
115,0.056724832
116,0.055771059000000005
117,0.081014772
118,0.08253629700000001
119,0.11499203699999999
120,0.076685138
121,0.070057457
122,0.07031477400000001
123,0.091946449
124,0.145605885
125,0.094774329
126,0.10217989300000001
127,0.048542431
128,0.06876055
129,0.07544068400000001
130,0.117713394
131,0.069437398
132,0.0
133,0.0
134,0.0
135,0.027395403999999998
136,0.055202605
137,0.078387348
138,0.118515716
139,0.068395342
140,0.047205972
141,0.079106485
142,0.067550602
143,0.08066657
144,0.044973875999999996
145,0.06573458
146,0.6069061089714936
147,0.06875964700000001
148,0.027278224
149,0.067695565
150,0.072446699
151,0.028882931
152,0.021568137
153,0.064254625
154,0.073869151
155,0.026644044
156,0.05128985900000001
157,0.099217338
158,0.016615805
159,0.078387348
160,0.0
161,0.049384244
162,0.043044730999999996
163,0.04215504900000001
164,0.042236538
165,0.10015643
166,0.17378132300000002
167,0.120055195
168,0.144911378
169,0.073369411
170,0.123956261
171,0.150774304
172,0.18960071
173,0.060513489000000004
174,0.072057994
175,0.082361078
176,0.123437752
177,0.107181778
178,0.10359394599999999
179,0.021162435
180,0.07452439799999999
181,0.126870675
182,0.041752618
183,0.0
184,0.040819652000000005
185,0.082668982
186,0.061813625
187,0.0
188,0.076137992
189,0.121076395
190,0.0
191,0.19840339699999998
192,0.20112394
193,0.09683347199999999
194,0.103384509
195,0.10142513800000001
196,0.097792745
197,0.14744152300000002
198,0.08339634900000001
199,0.095637498
200,0.14768844
201,0.11318723300000001
202,0.073729686
203,0.06461407799999999
204,0.05601996
205,0.074812142
206,0.024893883999999998
207,0.023695835
208,0.058680009000000005
209,0.10008779300000001
210,0.066566773
211,0.070501148
212,0.09877902
213,0.118036537
214,0.100767466
215,0.053210709
216,0.09934658
217,0.047275248
218,0.09126221
219,0.038593219
220,0.070273908
221,0.029431888
222,0.09685477
223,0.116564534
224,0.12109055099999999
225,0.20381554600000001
226,0.046311767999999996
227,0.182613064
228,0.021992751
229,0.088072259
230,0.0378965
231,0.09882843300000001
232,0.076277688
233,0.022875978999999998
234,0.100221622
235,0.081172004
236,0.09750667800000001
237,0.056807229
238,0.12240855699999999
239,0.17154851399999999
240,0.07501559299999999
241,0.113884101
242,0.10519028
243,0.11505330000000001
244,0.10890531
245,0.099350621
246,0.12889794
247,0.120693782
248,0.130530349
249,0.078977758
250,0.080884163
251,0.04008956
252,0.05063725400000001
253,0.039066292
254,0.028611752999999997
255,0.040593365
256,0.038807415
257,0.078327963
258,0.066320996
259,0.083175583
260,0.068024646
261,0.051675070999999996
262,0.044129112000000005
263,0.037685894
264,0.093414561
265,0.06987083
266,0.021992751
267,0.11305566199999999
268,0.030884138
269,0.103813774
270,0.7978956733725802
271,0.048953769
272,0.042258794
273,0.04838868599999999
274,0.034197831
275,0.08835953099999999
276,0.08689051800000001
277,0.031087562000000003
278,0.071287463
279,0.14372617
280,0.126475175
281,0.042854530999999994
282,0.03993039
283,0.076184645
284,0.03783002
285,0.030884138
286,0.04831655
287,0.109865856
288,0.025485003
289,0.12451757599999999
290,0.128756909
291,0.157206391
292,0.079092017
293,0.147114999
294,0.053141097000000005
295,0.10136246300000001
296,0.05311931599999999
297,0.11313351599999999
298,0.076760188
299,0.08890522099999999
300,0.10095551300000001
301,0.156854275
302,0.11090639
303,0.05479809
304,0.08461316599999999
305,0.157904255
306,0.021675108999999998
307,0.14112049599999998
308,0.059612112
309,0.067835891
310,0.04741446
311,0.05034867
312,0.7707925858578382
313,0.072967158
314,0.10713527199999999
315,0.073622497
316,0.115564764
317,0.03416049
318,0.019571935
319,0.15720996199999998
320,0.115150415
321,0.08641571599999999
322,0.092606307
323,0.04645857900000001
324,0.109778316
325,0.11090009199999999
326,0.076652795
327,0.10872024
328,0.114716289
329,0.11070024699999999
330,0.026827722999999998
331,0.029426631
332,0.028611752999999997
333,0.053106180999999995
334,0.055538160999999996
