Date,Value
1416726000,530.537582
1416729600,-36.18210428
1416733200,698.3803849
1416736800,745.7661967
1416740400,472.0311802
1416744000,-241.7261227
1416747600,73.2177051
1416751200,396.8644818
1416754800,581.8541189
1416758400,1617.147634
1416762000,1027.343832
1416765600,468.4990941
1416769200,395.8999266
1416772800,806.647037
1416776400,868.7019424
1416780000,888.9466625
1416783600,1219.643286
1416787200,824.5998241
1416790800,1419.903368
1416794400,811.0085108
1416798000,1278.488116
1416801600,1579.963563
1416805200,1541.314641
1416808800,1868.517406
1416812400,1580.262499
1416816000,1861.131892
1416819600,2149.464105
1416823200,1490.712404
1416826800,1305.171043
1416830400,1890.307964
1416834000,1827.062786
1416837600,1752.599692
1416841200,1843.936517
1416844800,1803.30554
1416848400,2399.849902
1416852000,2613.625442
1416855600,2591.436771
1416859200,2061.783426
1416862800,2769.56393
1416866400,2198.503611
1416870000,3051.474994
1416873600,2605.953173
1416877200,2232.558001
1416880800,2111.987801
1416884400,2007.829398
1416888000,2076.777133
1416891600,1903.920063
1416895200,3020.145543
1416898800,2913.861062
1416902400,2511.346015
1416906000,2729.981237
1416909600,2491.422055
1416913200,3639.156472
1416916800,2357.404453
1416920400,2668.981257
1416924000,2804.441377
1416927600,2963.705801
1416931200,2656.745396
1416934800,1842.897563
1416938400,2235.240263
1416942000,2891.64041
1416945600,2747.793911
1416949200,2378.070041
1416952800,2710.508967
1416956400,2430.499069
1416960000,2853.483961
1416963600,2182.62241
1416967200,2897.324604
1416970800,2845.466209
1416974400,2766.110736
1416978000,2740.529295
1416981600,2827.831977
1416985200,2455.087821
1416988800,2657.202402
1416992400,2959.940275
1416996000,3122.766872
1416999600,2725.65077
1417003200,2606.604255
1417006800,2273.056112
1417010400,2046.485641
1417014000,2286.72111
1417017600,3091.916525
1417021200,2880.657919
1417024800,2464.373706
1417028400,2362.839031
1417032000,2345.431016
1417035600,2893.001722
1417039200,2361.953641
1417042800,2955.146793
1417046400,2689.403991
1417050000,2929.427896
1417053600,2036.303855
1417057200,2367.729885
1417060800,1988.898484
1417064400,2558.897599
1417068000,2345.440091
1417071600,2161.934229
1417075200,2836.658133
1417078800,2322.483729
1417082400,2608.271269
1417086000,2500.413906
1417089600,1853.903608
1417093200,1897.203386
1417096800,2142.08984
1417100400,1649.743177
1417104000,2314.378752
1417107600,1550.139018
1417111200,2696.69519
1417114800,1825.896293
1417118400,2682.11773
1417122000,1826.850976
1417125600,1586.286394
1417129200,1971.049232
1417132800,1957.424303
1417136400,1259.070576
1417140000,2342.71775
1417143600,1459.507343
1417147200,2032.354552
1417150800,2086.531464
1417154400,1934.901814
1417158000,1824.445372
1417161600,1945.039389
1417165200,1432.091458
1417168800,1534.632364
1417172400,1407.429909
1417176000,2486.270066
1417179600,2453.184975
1417183200,1959.116243
1417186800,1361.992377
1417190400,1858.861225
1417194000,2471.903974
1417197600,1681.758442
1417201200,2200.708106
1417204800,1499.856309
1417208400,2178.030935
1417212000,1530.949815
1417215600,1434.475846
1417219200,1560.33703
1417222800,1612.448543
1417226400,1614.757439
1417230000,2297.435153
1417233600,2049.437724
1417237200,1915.462622
1417240800,1634.462705
1417244400,1689.167502
1417248000,1816.614012
1417251600,1704.967042
1417255200,2005.261943
1417258800,2406.671628
1417262400,1778.165325
1417266000,2876.65216
1417269600,1798.224128
1417273200,2323.895396
1417276800,3352.815241
1417280400,2801.094537
1417284000,2385.644674
1417287600,2183.816079
1417291200,2810.199814
1417294800,2618.508625
1417298400,2521.495611
1417302000,2848.866805
1417305600,2576.240529
1417309200,3890.475656
1417312800,3551.461939
1417316400,3244.782369
1417320000,3273.826161
1417323600,2826.882567
1417327200,3457.614869
1417330800,3021.511634
1417334400,2816.951114
1417338000,4037.18322
1417341600,2971.278291
1417345200,3288.472753
1417348800,3223.339013
1417352400,3154.440542
1417356000,3839.441896
1417359600,3054.024198
1417363200,3648.712997
1417366800,3568.116873
1417370400,3308.533562
1417374000,3905.851952
1417377600,3829.875724
1417381200,3834.166068
1417384800,4534.437546
1417388400,4424.189285
1417392000,4244.374836
1417395600,4413.575975
1417399200,4125.507039
1417402800,4410.8962
1417406400,5004.140029
1417410000,4626.001408
1417413600,4768.11084
1417417200,5585.593828
1417420800,4561.777774
1417424400,5299.344444
1417428000,5701.920931
1417431600,4626.787708
1417435200,5129.833404
1417438800,5035.262977
1417442400,5063.210276
1417446000,4908.633178
1417449600,5035.982585
1417453200,5971.202812
1417456800,5766.494904
1417460400,5904.904683
1417464000,6283.170384
1417467600,5576.162373
1417471200,6113.341378
1417474800,5823.948482
1417478400,5708.676006
1417482000,6341.60929
1417485600,6044.623195
1417489200,5660.802525
1417492800,6050.21205
1417496400,6801.811771
1417500000,6727.531168
1417503600,5727.063388
1417507200,6402.636831
1417510800,6756.123415
1417514400,5815.274855
1417518000,7080.629981
1417521600,6346.389397
1417525200,6721.881119
1417528800,6577.492114
1417532400,7331.067418
1417536000,6149.678721
1417539600,6724.303201
1417543200,6390.683681
1417546800,7022.79505
