Date,Value
0,159
1,137
2,141
3,158
4,143
5,141
6,152
7,129
8,152
9,148
10,118
11,127
12,124
13,132
14,121
15,119
16,124
17,104
18,131
19,116
20,129
21,135
22,141
23,136
24,123
25,125
26,145
27,116
28,140
29,131
30,110
31,115
32,126
33,128
34,115
35,116
36,122
37,130
38,117
39,120
40,107
41,102
42,104
43,108
44,102
45,114
46,114
47,116
48,97
49,125
50,110
51,119
52,112
53,144
54,128
55,146
56,131
57,144
58,133
59,132
60,133
61,131
62,123
63,132
64,115
65,128
66,120
67,105
68,113
69,112
70,144
71,128
72,131
73,115
74,140
75,125
76,136
77,125
78,140
79,170
80,133
81,128
82,146
83,141
84,146
85,116
86,132
87,137
88,156
89,125
90,117
91,126
92,127
93,113
94,127
95,136
96,116
97,96
98,104
99,130
100,114
101,120
102,109
103,127
104,111
105,119
106,140
107,111
108,125
109,125
110,130
111,140
112,117
113,117
114,113
115,109
116,107
117,103
118,100
119,90
120,92
121,99
122,121
123,132
124,125
125,159
126,141
127,133
128,124
129,133
130,140
131,124
132,113
133,110
134,130
135,130
136,114
137,132
138,123
139,126
140,129
141,117
142,105
143,94
144,128
145,116
146,127
147,119
148,135
149,128
150,146
151,164
152,126
153,137
154,113
155,145
156,135
157,132
158,137
159,130
160,156
161,132
162,134
163,135
164,133
165,126
166,128
167,141
168,116
169,129
170,129
171,136
172,157
173,135
174,135
175,167
176,132
177,145
178,128
179,133
180,128
181,152
182,141
183,149
184,415
185,137
186,129
187,141
188,136
189,130
190,149
191,139
192,139
193,130
194,144
195,134
196,135
197,134
198,155
199,145
200,131
201,143
202,151
203,132
204,118
205,150
206,143
207,134
208,147
209,139
210,131
211,130
212,118
213,146
214,138
215,127
216,123
217,118
218,119
219,128
220,117
221,95
222,148
223,118
224,121
225,122
226,127
227,130
228,114
229,118
230,156
231,124
232,128
233,123
234,111
235,104
236,104
237,92
238,95
239,112
240,110
241,123
242,273
243,122
244,126
245,156
246,154
247,132
248,153
249,139
250,151
251,155
252,156
253,124
254,149
255,118
256,114
257,172
258,144
259,136
260,132
261,118
262,126
263,132
264,124
265,138
266,125
267,149
268,154
269,136
270,132
271,162
272,152
273,137
274,133
275,141
276,164
277,151
278,145
279,131
280,136
281,127
282,148
283,124
284,151
285,156
286,140
287,125
288,143
289,134
290,135
291,158
292,125
293,145
294,133
295,141
296,141
297,130
298,140
299,153
300,136
301,118
302,113
303,118
304,131
305,114
306,126
307,121
308,106
309,98
310,127
311,132
312,110
313,121
314,122
315,138
316,138
317,127
318,126
319,160
320,136
321,142
322,125
323,155
324,146
325,141
326,120
327,100
328,107
329,136
330,136
331,146
332,140
333,157
334,141
335,145
336,142
337,134
338,139
339,112
340,140
341,117
342,106
343,156
344,138
345,142
346,147
347,130
348,127
349,129
350,123
351,135
352,128
353,160
354,135
355,186
356,141
357,141
358,135
359,140
360,141
361,123
362,129
363,135
364,137
365,117
366,133
367,135
368,150
369,147
370,133
371,165
372,143
373,173
374,152
375,157
376,144
377,151
378,135
379,130
380,149
381,123
382,130
383,130
384,140
385,145
386,155
387,134
388,127
389,134
390,155
391,156
392,137
393,150
394,165
395,146
396,181
397,144
398,174
399,138
400,130
401,139
402,142
403,155
404,141
405,132
406,146
407,153
408,135
409,139
410,127
411,137
412,135
413,115
414,121
415,134
416,122
417,178
418,171
419,167
420,133
421,125
422,133
423,139
424,126
425,146
426,141
427,123
428,138
429,124
430,142
431,134
432,123
433,117
434,109
435,115
436,114
437,132
438,133
439,137
440,153
441,134
442,157
443,128
444,118
445,127
446,125
447,111
448,116
449,140
450,146
451,155
452,113
453,145
454,135
455,137
456,128
457,119
458,119
459,120
460,159
461,168
462,172
463,157
464,151
465,171
466,180
467,155
468,154
469,132
470,149
471,141
472,121
473,158
474,159
475,153
476,149
477,147
478,137
479,164
480,157
481,134
482,149
483,148
484,142
485,166
486,178
487,158
488,164
489,166
490,149
491,130
492,146
493,128
494,137
495,140
496,157
497,158
498,130
499,142
500,145
501,158
502,142
503,151
504,134
505,134
506,128
507,132
508,147
509,127
510,118
511,126
512,132
513,138
514,148
515,150
516,153
517,132
518,164
519,149
520,146
521,137
522,169
523,147
524,151
525,117
526,134
527,176
528,137
529,153
530,117
531,157
532,132
533,158
534,143
535,145
536,127
537,122
538,135
539,135
540,129
541,122
542,161
543,145
544,152
545,157
546,151
547,151
548,147
549,142
550,128
551,146
552,130
553,122
554,129
555,125
556,141
557,155
558,161
559,156
560,149
561,167
562,158
563,152
564,171
565,150
566,144
567,123
568,136
569,149
570,155
571,135
572,142
573,124
574,140
575,144
576,117
577,143
578,153
579,154
580,152
581,159
582,160
583,179
584,151
585,169
586,165
587,185
588,142
589,133
590,137
591,173
592,177
593,154
594,164
595,151
596,143
597,145
598,137
599,144
600,141
601,166
602,164
603,143
604,141
605,142
606,134
607,224
608,195
609,158
610,159
611,135
612,172
613,170
614,148
615,160
616,178
617,169
618,182
619,159
620,182
621,164
622,146
623,156
624,159
625,164
626,140
627,130
628,144
629,156
630,159
631,177
632,166
633,157
634,154
635,359
636,145
637,113
638,149
639,138
640,140
641,124
642,142
643,130
644,133
645,130
646,116
647,115
648,164
649,114
650,118
651,108
652,111
653,121
654,126
655,103
656,157
657,149
658,135
659,105
660,123
661,135
662,107
663,112
664,115
665,109
666,132
667,119
668,122
669,127
670,96
671,136
672,103
673,117
674,106
675,123
676,125
677,97
678,122
679,130
680,135
681,121
682,130
683,118
684,136
685,122
686,130
687,112
688,134
689,106
690,129
691,103
692,120
693,110
694,116
695,106
696,115
697,105
698,109
699,98
700,111
701,91
702,99
703,98
704,95
705,112
706,86
707,115
708,107
709,92
710,101
711,101
712,106
713,92
714,106
715,89
716,79
717,113
718,105
719,80
720,92
721,93
722,121
723,74
724,78
725,63
726,71
727,81
728,75
729,77
730,89
731,93
732,79
733,100
734,82
735,88
736,76
737,78
738,93
739,99
740,79
741,84
742,72
743,109
744,83
745,89
746,94
747,81
748,68
749,97
750,79
751,100
752,91
753,90
754,108
755,103
756,84
757,90
758,90
759,98
760,83
761,94
762,90
763,369
764,81
765,76
766,102
767,74
768,76
769,76
770,81
771,78
772,125
773,121
774,111
775,107
776,108
777,118
778,125
779,138
780,115
781,86
782,97
783,117
784,92
785,103
786,125
787,112
788,87
789,124
790,116
791,86
792,97
793,93
794,105
795,99
796,50
797,60
798,47
799,60
800,67
801,105
802,88
803,74
804,79
805,70
806,59
807,34
808,54
809,42
810,36
811,69
812,46
813,59
814,80
815,76
816,73
817,54
818,89
819,85
820,92
821,110
822,118
823,125
824,109
825,140
826,192
827,117
828,125
829,134
830,88
831,93
832,120
833,125
834,121
835,97
836,99
837,112
838,111
839,89
840,97
841,80
842,111
843,123
844,131
