Date,Value
0,27.10988845
1,40.77644211
2,122.5414689
3,168.22279319999998
4,196.9421084
5,202.42450119999998
6,261.5377209
7,320.81772889999996
8,372.50005649999997
9,468.3286931
10,478.62259800000004
11,490.06182469999993
12,526.4437406999999
13,587.5715203
14,629.8277071
15,669.2397334999999
16,724.2122651000001
17,740.4386764
18,807.7474728999999
19,811.1718043999999
20,870.1035403999999
21,919.4417802000002
22,950.0303215
23,998.8038239
24,1014.33644
25,1058.629164
26,1102.234984
27,1095.133034
28,1111.671903
29,1167.400059
30,1187.974252
31,1206.735138
32,1232.927282
33,1250.932545
34,1301.007331
35,1329.716623
36,1344.728415
37,1331.805925
38,1382.310823
39,1364.452585
40,1419.764141
41,1405.6569140000001
42,1393.898101
43,1393.9413789999999
44,1393.398265
45,1400.468548
46,1393.4191720000001
47,1452.4183480000002
48,1445.934952
49,1422.47765
50,1430.090707
51,1412.3056900000001
52,1465.66945
53,1390.359789
54,1397.056103
55,1393.1040150000001
56,1388.984625
57,1359.048538
58,1301.1808119999998
59,1305.109809
60,1321.514444
61,1294.677142
62,1254.697607
63,1250.198408
64,1212.3579320000001
65,1210.089526
66,1149.320422
67,1159.922534
68,1129.2198939999998
69,1095.946653
70,1064.3902269999999
71,1037.678689
72,985.8418808
73,963.111697
74,944.688809
75,918.0136472000002
76,861.1275762
77,817.9555257999999
78,762.7419295
79,712.3631855000001
80,685.7048371000001
81,687.9495870000001
82,636.3234658
83,573.3641562000001
84,526.336385
85,483.2078345
86,469.2060304
87,398.3035423
88,385.9088276
89,328.2118425
90,296.728275
91,205.6774464
92,178.577844
93,114.15359709999998
94,99.33796574
95,43.4611148
96,-10.83103553
97,2078.9819550246348
98,-20.11386253
99,-91.54518393
100,-120.9219572
101,-170.704183
102,-248.43794010000002
103,-289.7421794
104,-320.1374705
105,-388.74208849999997
106,-396.3113106
107,-478.2181888
108,-459.52184220000004
109,-545.8911228
110,-541.1923959
111,-625.4537193
112,-676.8119259
113,-694.6686407999999
114,-732.5937731
115,-805.5425033
116,-784.2951572000001
117,-865.1376413999999
118,-868.7776976
119,-898.5937027000001
120,-938.166056
121,-974.5265641000001
122,-997.6986025
123,-1052.9283480000001
124,-1074.7747160000001
125,-1107.472507
126,-1075.803006
127,-1101.129452
128,-1149.337395
129,-1201.658596
130,-1195.382326
131,-1181.695053
132,-1240.144834
133,-1228.6738300000002
134,-1279.701473
135,-1257.114511
136,-1302.520211
137,-1317.669424
138,-1319.743072
139,-1324.238047
140,-1329.893049
141,-1298.464056
142,-1314.315936
143,-1322.736435
144,-1337.3955460000002
145,-1333.013972
146,-1323.365258
147,-1324.78394
148,-1303.181517
149,-1274.84293
150,-1299.008016
151,-1231.310365
152,-1276.2059789999998
153,-1235.7001300000002
154,-1167.458386
155,-1180.6286519999999
156,-1185.315918
157,-1177.488953
158,-1124.983189
159,-1114.035612
160,-1096.870033
161,-1056.245294
162,-1045.833915
163,-951.1400438999999
164,-941.8744939999999
165,-929.7953348
166,-899.0460823999999
167,-892.1682081
168,-827.8318897999999
169,-818.3784283
170,-795.8492542
171,-697.7923186
172,-718.5839368
173,-666.1088985
174,-632.8612531
175,-599.0570914
176,-525.0601603
177,-527.3987111
178,-456.8368119
179,-421.0575648
