Date,Value
0,8.600845769
1,157.7085372
2,262.9311023
3,342.2794023
4,336.6430206
5,285.5416811
6,159.9518042
7,94.31657588
8,-21.17586772
9,-65.35402347
10,-54.5281813
11,-30.52059077
12,40.45713293
13,69.63210428
14,102.2932535
15,147.42621450000001
16,69.58776825
17,-66.36074015
18,-85.67304055
19,-243.95365269999996
20,-277.29304410000003
21,-320.89663239999993
22,-273.112852
23,-145.8260915
24,28.52475014
25,163.1045809
26,270.77694060000005
27,369.4737347
28,368.4957454
29,324.4124048
30,187.8784913
31,64.30819364
32,-20.38972862
33,-17.71628527
34,-87.02759942
35,-5.400556875
36,46.89865551
37,71.21988394
38,99.91195523
39,117.47664270000001
40,48.36590036
41,-67.95796576
42,-196.4856682
43,-214.4605489
44,-335.42532420000003
45,-332.6503419
46,-319.6498816
47,-141.5490754
48,-35.87530768
49,117.4258078
50,245.73546890000003
51,329.680857
52,319.03408110000004
53,204.84041340000002
54,145.4839986
55,5.888387861
56,-86.35291728
57,-119.75286820000001
58,-158.67226540000001
59,-150.198708
60,-93.96260573
61,-14.63143279
62,-64.92255999
63,-39.32855351
64,-26.36779329
65,-218.96883530000002
66,-245.872175
67,-410.4970293
68,-485.4637322
69,-479.9783511
70,-380.32072939999995
71,-282.1170778
72,-168.52582040000001
73,-15.24317931
74,51.86743338
75,128.23652620000001
76,118.1462031
77,43.17960113
78,3.788402187
79,-224.9526106
80,-266.0853122
81,-287.7569336
82,-328.18204289999994
83,-316.58493849999996
84,-266.3401821
85,-183.45169909999998
86,-124.69561929999999
87,-205.772962
88,-307.8107659
89,-355.2514008
90,-532.0233362
91,-584.6659931
92,-651.1571677999999
93,-615.3379414
94,-625.0673674
95,-520.6248191999999
96,-350.55548369999997
97,-237.1793267
98,-75.97392288
99,-36.51465688
100,-52.95692332
101,-121.1413166
102,-222.96791910000002
103,-343.686652
104,-468.28154529999995
105,-482.1201135
106,-518.8355121000001
107,-439.3675473999999
108,-435.2663652
109,-425.7712864
110,-323.8551921
111,-335.8430682
112,-444.2137996
113,-568.7632525
114,-585.1142707
115,-725.0879183999999
116,-834.7134632
117,-843.0225065999999
118,-669.3162552
119,-663.0549325000001
120,-494.20156219999996
121,-341.5199633
122,-266.1621588
123,-237.32023999999998
124,-124.9106707
125,-237.75070840000004
126,-341.2420361
127,-419.5876008
128,-519.3203216
129,-627.7937545
130,-641.4486271000001
131,-591.9188389999999
132,-560.8216725999999
133,-463.174967
134,-424.2107035
135,-472.2997609
136,-544.8830404
137,-599.6176753999999
138,-706.9909612
139,-776.7948112
140,-883.2433609
141,-861.1746616
142,-790.066006
143,-670.9574265
144,-548.8108826
145,-398.63373870000004
146,-268.93312860000003
147,-221.49803450000002
148,-229.0630671
149,-235.0795054
150,-375.90526830000005
151,-476.7494484
152,-566.6662026
153,-626.0217713
154,-677.4913047
155,-582.0605897999999
156,-510.73490899999996
157,-462.43610430000007
158,-448.69257689999995
159,-505.7781388
160,-517.8409265
161,-583.0664971
162,-668.6053812000001
163,-750.8772614
164,-910.1521437000001
165,-824.3492923
166,-772.6132681
167,-698.0560691000001
168,-522.6691973000001
169,-333.55400699999996
170,-241.61366119999997
171,-153.1722958
172,-150.5209945
173,-216.523604
174,-322.85301410000005
175,-423.4234942
176,-517.2410468
177,-609.0623641
178,-586.8830776000001
179,-566.5833525
180,-466.97740269999997
181,-431.40685319999994
182,-411.9481976
183,-397.11582169999997
184,-431.3728343
185,-528.0102860000001
186,-694.6108517000001
187,-816.2283982000001
188,-826.9672484
189,-834.2607385
190,-794.8304999
191,-612.7269112
192,-494.63419289999996
193,-330.254185
194,-251.85036659999997
195,-153.798127
196,-97.23090092
197,-192.8785861
198,-270.4801018
199,-383.2904131
200,-472.9812655
201,-541.2324495
202,-550.6241905
203,-588.1850602999999
204,-455.54789960000005
205,-445.6248842
206,-433.99638600000003
207,-380.64954460000007
208,-459.97561720000004
209,-565.4142469
210,-678.1291245
211,-717.7240231000001
212,-845.9348728
213,-809.6956038
214,-787.9850267
215,-673.8610583999999
216,-484.9446216
217,-342.7141941
218,-272.3315245
