Date,Value
1,0.045833333
2,0.042777778
3,0.038333333
4,0.044545455
5,0.050833333
6,0.056111111
7,0.048611111
8,0.041666667
9,0.04
10,0.035277778
11,0.030555556
12,0.023611111
13,0.015277778
14,0.010555556
15,0.006333333
16,0.007916667
17,0.008787879
18,0.009
19,0.014
20,0.025
21,0.041944444
22,0.039444444
23,0.047222222
24,0.034166667
25,0.035555556
26,0.037777778
27,0.038611111
28,0.036666667
29,0.038888889
30,0.038611111
31,0.036111111
32,0.0325
33,0.028055556
34,0.034166667
35,0.025
36,0.016111111
37,0.006296296
38,0.008095238
39,0.005555556
40,0.007777778
41,0.004666667
42,0.005185185
43,0.01
44,0.023888889
45,0.026388889
46,0.033333333
47,0.034444444
48,0.036111111
49,0.031944444
50,0.035277778
51,0.039444444
52,0.040555556
53,0.030555556
54,0.038611111
55,0.036666667
56,0.048611111
57,0.035277778
58,0.044444444
59,0.025555556
60,0.021944444
61,0.015
62,0.007777778
63,0.007619048
64,0.003333333
65,0.009166667
66,0.011333333
67,0.016969697
68,0.033055556
69,0.035277778
70,0.038333333
71,0.046388889
72,0.049090909
73,0.039444444
74,0.048055556
75,0.0525
76,0.05
77,0.0475
78,0.046944444
79,0.051111111
80,0.056666667
81,0.045555556
82,0.038055556
83,0.027777778
84,0.015833333
85,0.016388889
86,0.012666667
87,0.008666667
88,0.012592593
89,0.015151515
90,0.016111111
91,0.027777778
92,0.031666667
93,0.041388889
94,0.040277778
95,0.051388889
96,0.051515152
97,0.048611111
98,0.044444444
99,0.045277778
100,0.061111111
101,0.047777778
102,0.0525
103,0.051666667
104,0.057777778
105,0.0625
106,0.046111111
107,0.031111111
108,0.022777778
109,0.01030303
110,0.009393939
111,0.006363636
112,0.007
113,0.007878788
114,0.010909091
115,0.028888889
116,0.029166667
117,0.044722222
118,0.037222222
119,0.043333333
120,0.033055556
121,0.056944444
122,0.042777778
123,0.040833333
124,0.052777778
125,0.055
126,0.056111111
127,0.048611111
128,0.050277778
129,0.051111111
130,0.041388889
131,0.037222222
132,0.021944444
133,0.015555556
134,0.008484848
135,0.007333333
136,0.008
137,0.006969697
138,0.017222222
139,0.021111111
140,0.033611111
141,0.033055556
142,0.038888889
143,0.045833333
144,0.049444444
145,0.046111111
146,0.042777778
147,0.049166667
148,0.053333333
149,0.043055556
150,0.046388889
151,0.051666667
152,0.045555556
153,0.0475
154,0.039166667
155,0.0225
156,0.019722222
157,0.013333333
158,0.007666667
159,0.01
160,0.012222222
161,0.007878788
162,0.014166667
163,0.023611111
164,0.023611111
